,EAN Code,TV Model,PVP,TVs
0,8806098382422.0,AN-MR19BA.AEU,24.76,True
1,8806098382422.0,AN-MR19BA.AEU,23.9,True
2,8806098382422.0,AN-MR19BA.AEU,23.9,True
3,8806098293957.0,24TL510S-PZ.AEU,169.11,True
4,8806098387885.0,50UM7600PLB.AEU,389.19,True
5,8806098424962.0,65SM9010PLA.AEU,944.64,True
6,8806098424962.0,65SM9010PLA.AEU,944.64,True
7,8806098385676.0,OLED55C9PLA.AEU,999.39,True
8,8806098293957.0,24TL510S-PZ.AEU,131.76,True
9,8806098385676.0,OLED55C9PLA.AEU,999.39,True
10,8806098382910.0,32LM630BPLA.AEU,193.07,True
11,8806098382910.0,32LM630BPLA.AEU,227.91,True
12,8806098386161.0,70UM7450PLA.AEU,700.07,True
13,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
14,8806098385676.0,OLED55C9PLA.AEU,1399.39,True
15,8806098383603.0,55SM8500PLA.AEU,599.34,True
16,8806098387854.0,49UM7400PLB.AEU,349.32,True
17,8806098387885.0,50UM7600PLB.AEU,389.19,True
18,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
19,8806098293957.0,24TL510S-PZ.AEU,136.99,True
20,8806098385881.0,OLED77W9PLA.AEU,7246.35,True
21,8806098385676.0,OLED55C9PLA.AEU,999.39,True
22,8806098387069.0,55UM7450PLA.AEU,489.58,True
23,8806098385676.0,OLED55C9PLA.AEU,999.39,True
24,8806098396535.0,55UM7100PLB.AEU,671.83,True
25,8806098382422.0,AN-MR19BA.AEU,23.9,True
26,8806098385676.0,OLED55C9PLA.AEU,1399.39,True
27,8806098387885.0,50UM7600PLB.AEU,389.19,True
28,8806098387885.0,50UM7600PLB.AEU,389.19,True
29,8806098385409.0,65SM8500PLA.AEU,739.31,True
30,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
31,8806098386468.0,65UM7400PLB.AEU,449.75,True
32,8806098387885.0,50UM7600PLB.AEU,788.19,True
33,8806087301618.0,27MP89HM-S.AEU,212.39,True
34,8806098387885.0,50UM7600PLB.AEU,389.19,True
35,8806098387885.0,50UM7600PLB.AEU,389.19,True
36,8806098387885.0,50UM7600PLB.AEU,389.19,True
37,8806098387885.0,50UM7600PLB.AEU,389.19,True
38,8806098408771.0,49SM8200PLA.AEU,541.23,True
39,8806098387854.0,49UM7400PLB.AEU,349.32,True
40,8806098386468.0,65UM7400PLB.AEU,449.75,True
41,8806098386468.0,65UM7400PLB.AEU,449.75,True
42,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
43,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
44,8806098386468.0,65UM7400PLB.AEU,449.75,True
45,8806098386468.0,65UM7400PLB.AEU,449.75,True
46,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
47,8806098386468.0,65UM7400PLB.AEU,449.75,True
48,8806098386468.0,65UM7400PLB.AEU,449.75,True
49,8806098386468.0,65UM7400PLB.AEU,449.75,True
50,8806098386468.0,65UM7400PLB.AEU,449.75,True
51,8806098386468.0,65UM7400PLB.AEU,449.75,True
52,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
53,8806098386468.0,65UM7400PLB.AEU,449.75,True
54,8806098386468.0,65UM7400PLB.AEU,449.75,True
55,8806098387854.0,49UM7400PLB.AEU,349.32,True
56,8806098386468.0,65UM7400PLB.AEU,449.75,True
57,8806098387854.0,49UM7400PLB.AEU,349.32,True
58,8806098383603.0,55SM8500PLA.AEU,569.01,True
59,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
60,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
61,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
62,8806098293957.0,24TL510S-PZ.AEU,136.99,True
63,8806098385706.0,OLED55E9PLA.AEU,1529.94,True
64,8806098293957.0,24TL510S-PZ.AEU,152.21,True
65,8806098387885.0,50UM7600PLB.AEU,404.26,True
66,8806098382422.0,AN-MR19BA.AEU,21.74,True
67,8806098293957.0,24TL510S-PZ.AEU,131.76,True
68,8806098385409.0,65SM8500PLA.AEU,739.31,True
69,8806098068197.0,OLW480B.AEU,45.48,True
70,8806098382422.0,AN-MR19BA.AEU,339.07,True
71,8806098387854.0,49UM7400PLB.AEU,339.07,True
72,8806098387854.0,49UM7400PLB.AEU,349.32,True
73,8806098387854.0,49UM7400PLB.AEU,349.32,True
74,8806098387854.0,49UM7400PLB.AEU,349.32,True
75,8806098387854.0,49UM7400PLB.AEU,349.32,True
76,8806098236329.0,20MK400H-B.AEU,80.06,True
77,8806098387854.0,49UM7400PLB.AEU,349.32,True
78,8806098385706.0,OLED55E9PLA.AEU,1299.93,True
79,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
80,8806098387854.0,49UM7400PLB.AEU,349.32,True
81,8806098386086.0,75SM9000PLA.AEU,1469.0,True
82,8806098424573.0,55SM9010PLA.AEU,793.95,True
83,8806098388691.0,43UM7400PLB.AEU,261.27,True
84,8806098385409.0,65SM8500PLA.AEU,739.31,True
85,8806098387854.0,49UM7400PLB.AEU,349.32,True
86,8806098385409.0,65SM8500PLA.AEU,739.31,True
87,8806098385409.0,65SM8500PLA.AEU,739.31,True
88,8806098387854.0,49UM7400PLB.AEU,349.32,True
89,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
90,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
91,8806098424870.0,55UM7660PLA.AEU,552.7,True
92,8806098385676.0,OLED55C9PLA.AEU,983.61,True
93,8806098382422.0,AN-MR19BA.AEU,23.9,True
94,8806098385409.0,65SM8500PLA.AEU,739.31,True
95,8806098408887.0,55SM8200PLA.AEU,594.45,True
96,8806098388691.0,43UM7400PLB.AEU,261.27,True
97,8806098385409.0,65SM8500PLA.AEU,739.31,True
98,8806098385409.0,65SM8500PLA.AEU,838.38,True
99,8806098387854.0,49UM7400PLB.AEU,349.32,True
100,8806098387854.0,49UM7400PLB.AEU,349.32,True
101,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
102,8806098068197.0,OLW480B.AEU,14766.42,True
103,8806098068197.0,OLW480B.AEU,14766.42,True
104,8806098382910.0,32LM630BPLA.AEU,14766.42,True
105,8806098382910.0,32LM630BPLA.AEU,14766.42,True
106,8806098384259.0,OLED77C9PLA.AEU,14766.42,True
107,8806098385676.0,OLED55C9PLA.AEU,14766.42,True
108,8806098385676.0,OLED55C9PLA.AEU,14766.42,True
109,8806098385881.0,OLED77W9PLA.AEU,14766.42,True
110,8806098493593.0,OLED65C9MLB.AEU,14766.42,True
111,8806098385409.0,65SM8500PLA.AEU,739.31,True
112,8806098385126.0,OLED65C9PLA.AEU,1574.86,True
113,8806098385706.0,OLED55E9PLA.AEU,1299.93,True
114,8806098425112.0,65UM7610PLB.AEU,608.76,True
115,8806098388691.0,43UM7400PLB.AEU,261.27,True
116,8806098388691.0,43UM7400PLB.AEU,261.27,True
117,8806098385706.0,OLED55E9PLA.AEU,1499.0,True
118,8806098385706.0,OLED55E9PLA.AEU,1499.0,True
119,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
120,8806098385706.0,OLED55E9PLA.AEU,1299.93,True
121,8806098385676.0,OLED55C9PLA.AEU,999.39,True
122,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
123,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
124,8806098386161.0,70UM7450PLA.AEU,700.07,True
125,8806098386161.0,70UM7450PLA.AEU,700.07,True
126,8806098388691.0,43UM7400PLB.AEU,261.27,True
127,8806098386161.0,70UM7450PLA.AEU,700.07,True
128,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
129,8806098408771.0,49SM8200PLA.AEU,541.23,True
130,8806098388691.0,43UM7400PLB.AEU,261.27,True
131,8806098388691.0,43UM7400PLB.AEU,5.0,True
132,8806098388691.0,43UM7400PLB.AEU,5.0,True
133,8806098386161.0,70UM7450PLA.AEU,700.07,True
134,8806087301618.0,27MP89HM-S.AEU,212.39,True
135,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
136,8806098388691.0,43UM7400PLB.AEU,261.27,True
137,8806098425112.0,65UM7610PLB.AEU,579.76,True
138,8806098408771.0,49SM8200PLA.AEU,541.23,True
139,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
140,8806098386161.0,70UM7450PLA.AEU,700.07,True
141,8806098068197.0,OLW480B.AEU,964.92,True
142,8806098385676.0,OLED55C9PLA.AEU,964.92,True
143,8806098383054.0,43UM7500PLA.AEU,365.1,True
144,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
145,8806098385676.0,OLED55C9PLA.AEU,1328.45,True
146,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
147,8806098385126.0,OLED65C9PLA.AEU,1224.89,True
148,8806098386468.0,65UM7400PLB.AEU,449.75,True
149,8806098388684.0,43UM7390PLC.AEU,336.64,True
150,8806098386468.0,65UM7400PLB.AEU,449.75,True
151,8806098386468.0,65UM7400PLB.AEU,449.75,True
152,8806098386468.0,65UM7400PLB.AEU,449.75,True
153,8806098386468.0,65UM7400PLB.AEU,449.75,True
154,8806098386468.0,65UM7400PLB.AEU,449.75,True
155,8806098386468.0,65UM7400PLB.AEU,471.76,True
156,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
157,8806098385676.0,OLED55C9PLA.AEU,999.39,True
158,8806098408887.0,55SM8200PLA.AEU,566.92,True
159,8806098385676.0,OLED55C9PLA.AEU,999.39,True
160,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
161,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
162,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
163,8806098387854.0,49UM7400PLB.AEU,349.32,True
164,8806098388691.0,43UM7400PLB.AEU,299.27,True
165,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
166,8806098424962.0,65SM9010PLA.AEU,1298.46,True
167,8806098383207.0,49SM8600PLA.AEU,552.35,True
168,8806098383207.0,49SM8600PLA.AEU,552.35,True
169,8806098388691.0,43UM7400PLB.AEU,261.27,True
170,8806098385676.0,OLED55C9PLA.AEU,999.39,True
171,8806098387854.0,49UM7400PLB.AEU,314.31,True
172,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
173,8806098240876.0,75SM9900PLA.AEU,2680.63,True
174,8806098387960.0,43UM7600PLB.AEU,426.06,True
175,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
176,8806098385676.0,OLED55C9PLA.AEU,999.39,True
177,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
178,8806098386161.0,70UM7450PLA.AEU,700.07,True
179,8806098388691.0,43UM7400PLB.AEU,299.27,True
180,8806098386161.0,70UM7450PLA.AEU,700.07,True
181,8806098388691.0,43UM7400PLB.AEU,299.27,True
182,8806098383054.0,43UM7500PLA.AEU,405.1,True
183,8806098386468.0,65UM7400PLB.AEU,2673.37,True
184,8806098386468.0,65UM7400PLB.AEU,2673.37,True
185,8806098387854.0,49UM7400PLB.AEU,2673.37,True
186,8806098387854.0,49UM7400PLB.AEU,2673.37,True
187,8806098387854.0,49UM7400PLB.AEU,2673.37,True
188,8806098387854.0,49UM7400PLB.AEU,2673.37,True
189,8806098387854.0,49UM7400PLB.AEU,2673.37,True
190,8806098358588.0,HF85LSR.AEU,1234.24,True
191,8806098387854.0,49UM7400PLB.AEU,349.32,True
192,8806098388691.0,43UM7400PLB.AEU,299.27,True
193,8806098387854.0,49UM7400PLB.AEU,349.32,True
194,8806098387854.0,49UM7400PLB.AEU,314.31,True
195,8806098386468.0,65UM7400PLB.AEU,471.76,True
196,8806098408887.0,55SM8200PLA.AEU,567.49,True
197,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
198,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
199,8806098408771.0,49SM8200PLA.AEU,541.23,True
200,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
201,8806098408771.0,49SM8200PLA.AEU,499.68,True
202,8806098387854.0,49UM7400PLB.AEU,349.32,True
203,8806098386161.0,70UM7450PLA.AEU,700.07,True
204,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
205,8806098385676.0,OLED55C9PLA.AEU,1349.39,True
206,8806098387854.0,49UM7400PLB.AEU,314.31,True
207,8806098388691.0,43UM7400PLB.AEU,299.27,True
208,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
209,8806098387854.0,49UM7400PLB.AEU,349.32,True
210,8806098385706.0,OLED55E9PLA.AEU,1529.94,True
211,8806098387854.0,49UM7400PLB.AEU,349.32,True
212,8806098387960.0,43UM7600PLB.AEU,426.7,True
213,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
214,8806098396535.0,55UM7100PLB.AEU,398.3,True
215,8806098424870.0,55UM7660PLA.AEU,374.11,True
216,8806098382910.0,32LM630BPLA.AEU,227.91,True
217,8806098383207.0,49SM8600PLA.AEU,551.95,True
218,8806098396535.0,55UM7100PLB.AEU,398.3,True
219,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
220,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
221,8806098385676.0,OLED55C9PLA.AEU,48.27,True
222,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
223,8806098408023.0,24TL510V-WZ.AEU,95.1,True
224,8806098385676.0,OLED55C9PLA.AEU,999.39,True
225,8806098385126.0,OLED65C9PLA.AEU,1799.86,True
226,8806098386161.0,70UM7450PLA.AEU,700.07,True
227,8806098387854.0,49UM7400PLB.AEU,314.31,True
228,8806098385676.0,OLED55C9PLA.AEU,999.39,True
229,8806098382866.0,32LM6300PLA.AEU,212.99,True
230,8806098387854.0,49UM7400PLB.AEU,349.32,True
231,8806098387854.0,49UM7400PLB.AEU,349.32,True
232,8806098387854.0,49UM7400PLB.AEU,349.32,True
233,8806098386161.0,70UM7450PLA.AEU,765.05,True
234,8806098385676.0,OLED55C9PLA.AEU,1214.45,True
235,8806098385706.0,OLED55E9PLA.AEU,899.93,True
236,8806098323029.0,82UM7600PLB.AEU,1983.13,True
237,8806098383054.0,43UM7500PLA.AEU,405.67,True
238,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
239,8806098388691.0,43UM7400PLB.AEU,299.27,True
240,8806098387854.0,49UM7400PLB.AEU,359.38,True
241,8806098382866.0,32LM6300PLA.AEU,172.48,True
242,8806098383207.0,49SM8600PLA.AEU,552.35,True
243,8806098396467.0,60UM7100PLB.AEU,553.24,True
244,8806098382866.0,32LM6300PLA.AEU,194.04,True
245,8806098387854.0,49UM7400PLB.AEU,28.0,True
246,8806098388691.0,43UM7400PLB.AEU,299.27,True
247,8806098382866.0,32LM6300PLA.AEU,251.45,True
248,8806098388691.0,43UM7400PLB.AEU,299.27,True
249,8806098396535.0,55UM7100PLB.AEU,398.3,True
250,8806098103973.0,22MK430H-B.AEU,86.07,True
251,8806098382866.0,32LM6300PLA.AEU,150.92,True
252,8806087301618.0,27MP89HM-S.AEU,242.69,True
253,8806098382866.0,32LM6300PLA.AEU,194.04,True
254,8806098385676.0,OLED55C9PLA.AEU,999.39,True
255,8806098387854.0,49UM7400PLB.AEU,314.31,True
256,8806098385676.0,OLED55C9PLA.AEU,999.39,True
257,8806098385676.0,OLED55C9PLA.AEU,414.39,True
258,8806098388691.0,43UM7400PLB.AEU,299.27,True
259,8806098386161.0,70UM7450PLA.AEU,700.07,True
260,8806098382866.0,32LM6300PLA.AEU,215.6,True
261,8806098382866.0,32LM6300PLA.AEU,194.04,True
262,8806098408887.0,55SM8200PLA.AEU,567.49,True
263,8806087300062.0,24MP59G-P.AEU,7.98,True
264,8806098386161.0,70UM7450PLA.AEU,700.07,True
265,8806098387854.0,49UM7400PLB.AEU,349.32,True
266,8806098388691.0,43UM7400PLB.AEU,299.27,True
267,8806098386161.0,70UM7450PLA.AEU,700.07,True
268,8806098382866.0,32LM6300PLA.AEU,215.6,True
269,8806098424573.0,55SM9010PLA.AEU,715.78,True
270,8806098387854.0,49UM7400PLB.AEU,349.32,True
271,8806098387854.0,49UM7400PLB.AEU,349.32,True
272,8806098386161.0,70UM7450PLA.AEU,700.07,True
273,8806098396535.0,55UM7100PLB.AEU,398.3,True
274,8806098424962.0,65SM9010PLA.AEU,944.64,True
275,8806098408887.0,55SM8200PLA.AEU,594.45,True
276,8806098388684.0,43UM7390PLC.AEU,373.53,True
277,8806098388691.0,43UM7400PLB.AEU,299.27,True
278,8806098387854.0,49UM7400PLB.AEU,349.32,True
279,8806098382866.0,32LM6300PLA.AEU,215.6,True
280,8806098386161.0,70UM7450PLA.AEU,700.07,True
281,8806098388691.0,43UM7400PLB.AEU,299.27,True
282,8806098387854.0,49UM7400PLB.AEU,314.31,True
283,8806098544172.0,24GL650-B.AEU,332.86,True
284,8806098544172.0,24GL650-B.AEU,332.86,True
285,8806098387854.0,49UM7400PLB.AEU,28.0,True
286,8806098388691.0,43UM7400PLB.AEU,299.27,True
287,8806098387854.0,49UM7400PLB.AEU,349.32,True
288,8806098387854.0,49UM7400PLB.AEU,349.32,True
289,8806098408771.0,49SM8200PLA.AEU,510.0,True
290,8806098386161.0,70UM7450PLA.AEU,700.07,True
291,8806098386161.0,70UM7450PLA.AEU,700.07,True
292,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
293,8806098387854.0,49UM7400PLB.AEU,28.0,True
294,8806098388691.0,43UM7400PLB.AEU,299.27,True
295,8806098388691.0,43UM7400PLB.AEU,299.27,True
296,8806098388691.0,43UM7400PLB.AEU,255.38,True
297,8806098388691.0,43UM7400PLB.AEU,299.27,True
298,8806098387854.0,49UM7400PLB.AEU,349.32,True
299,8806098424870.0,55UM7660PLA.AEU,498.85,True
300,8806098383054.0,43UM7500PLA.AEU,405.1,True
301,8806098388691.0,43UM7400PLB.AEU,261.27,True
302,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
303,8806098386161.0,70UM7450PLA.AEU,700.07,True
304,8806098388691.0,43UM7400PLB.AEU,299.27,True
305,8806098388691.0,43UM7400PLB.AEU,299.27,True
306,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
307,8806098388691.0,43UM7400PLB.AEU,299.27,True
308,8806098387854.0,49UM7400PLB.AEU,349.32,True
309,8806098385676.0,OLED55C9PLA.AEU,1998.78,True
310,8806098385676.0,OLED55C9PLA.AEU,1998.78,True
311,8806098408771.0,49SM8200PLA.AEU,499.68,True
312,8806098388691.0,43UM7400PLB.AEU,299.27,True
313,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
314,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
315,8806098387854.0,49UM7400PLB.AEU,349.32,True
316,8806098387854.0,49UM7400PLB.AEU,349.32,True
317,8806098382866.0,32LM6300PLA.AEU,226.44,True
318,8806098388691.0,43UM7400PLB.AEU,10.94,True
319,8806098387854.0,49UM7400PLB.AEU,349.32,True
320,8806098382866.0,32LM6300PLA.AEU,226.44,True
321,8806098383207.0,49SM8600PLA.AEU,551.95,True
322,8806098386468.0,65UM7400PLB.AEU,471.76,True
323,8806098386468.0,65UM7400PLB.AEU,0.0,True
324,8806098388691.0,43UM7400PLB.AEU,299.27,True
325,8806098387854.0,49UM7400PLB.AEU,349.32,True
326,8806098387854.0,49UM7400PLB.AEU,349.32,True
327,8806098387854.0,49UM7400PLB.AEU,349.32,True
328,8806098386161.0,70UM7450PLA.AEU,700.07,True
329,8806098388691.0,43UM7400PLB.AEU,299.27,True
330,8806098386161.0,70UM7450PLA.AEU,700.07,True
331,8806098387854.0,49UM7400PLB.AEU,349.32,True
332,8806098408023.0,24TL510V-WZ.AEU,105.35,True
333,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
334,8806098387854.0,49UM7400PLB.AEU,349.32,True
335,8806098387854.0,49UM7400PLB.AEU,349.32,True
336,8806098387854.0,49UM7400PLB.AEU,359.38,True
337,8806098236329.0,20MK400H-B.AEU,71.57,True
338,8806098387854.0,49UM7400PLB.AEU,314.31,True
339,8806098388691.0,43UM7400PLB.AEU,44.62,True
340,8806098387854.0,49UM7400PLB.AEU,349.32,True
341,8806098388691.0,43UM7400PLB.AEU,299.27,True
342,8806098387854.0,49UM7400PLB.AEU,349.32,True
343,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
344,8806098387854.0,49UM7400PLB.AEU,349.32,True
345,8806098408023.0,24TL510V-WZ.AEU,121.29,True
346,8806098387854.0,49UM7400PLB.AEU,349.32,True
347,8806098382866.0,32LM6300PLA.AEU,457.32,True
348,8806098387854.0,49UM7400PLB.AEU,349.32,True
349,8806098388691.0,43UM7400PLB.AEU,299.27,True
350,8806098388691.0,43UM7400PLB.AEU,299.27,True
351,8806098388691.0,43UM7400PLB.AEU,299.27,True
352,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
353,8806098387854.0,49UM7400PLB.AEU,349.32,True
354,8806098387854.0,49UM7400PLB.AEU,349.32,True
355,8806098388691.0,43UM7400PLB.AEU,299.27,True
356,8806098408771.0,49SM8200PLA.AEU,510.0,True
357,8806098388691.0,43UM7400PLB.AEU,299.27,True
358,8806087301618.0,27MP89HM-S.AEU,212.39,True
359,8806098387854.0,49UM7400PLB.AEU,349.32,True
360,8806098388691.0,43UM7400PLB.AEU,299.27,True
361,8806098387854.0,49UM7400PLB.AEU,349.32,True
362,8806098408771.0,49SM8200PLA.AEU,510.0,True
363,8806098387854.0,49UM7400PLB.AEU,349.32,True
364,8806098382866.0,32LM6300PLA.AEU,226.44,True
365,8806098387854.0,49UM7400PLB.AEU,314.31,True
366,8806098382866.0,32LM6300PLA.AEU,212.99,True
367,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
368,8806098388691.0,43UM7400PLB.AEU,299.27,True
369,8806098387854.0,49UM7400PLB.AEU,349.32,True
370,8806098388691.0,43UM7400PLB.AEU,299.27,True
371,8806098387854.0,49UM7400PLB.AEU,349.32,True
372,8806098386161.0,70UM7450PLA.AEU,700.07,True
373,8806098388691.0,43UM7400PLB.AEU,364.95,True
374,8806098388691.0,43UM7400PLB.AEU,299.27,True
375,8806098388691.0,43UM7400PLB.AEU,299.27,True
376,8806098387854.0,49UM7400PLB.AEU,349.32,True
377,8806098387854.0,49UM7400PLB.AEU,349.32,True
378,8806098387854.0,49UM7400PLB.AEU,349.32,True
379,8806098388691.0,43UM7400PLB.AEU,299.27,True
380,8806098388691.0,43UM7400PLB.AEU,299.27,True
381,8806098388691.0,43UM7400PLB.AEU,299.27,True
382,8806087863444.0,PH150G.AEU,228.91,True
383,8806098388691.0,43UM7400PLB.AEU,299.27,True
384,8806098424573.0,55SM9010PLA.AEU,795.31,True
385,8806098388691.0,43UM7400PLB.AEU,299.27,True
386,8806098388691.0,43UM7400PLB.AEU,299.27,True
387,8806098387069.0,55UM7450PLA.AEU,492.45,True
388,8806098388691.0,43UM7400PLB.AEU,299.27,True
389,8806098387854.0,49UM7400PLB.AEU,349.32,True
390,8806098388691.0,43UM7400PLB.AEU,299.27,True
391,8806098382866.0,32LM6300PLA.AEU,226.44,True
392,8806098544172.0,24GL650-B.AEU,332.86,True
393,8806098544172.0,24GL650-B.AEU,332.86,True
394,8806098388691.0,43UM7400PLB.AEU,299.27,True
395,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
396,8806098387854.0,49UM7400PLB.AEU,349.32,True
397,8806098387854.0,49UM7400PLB.AEU,349.32,True
398,8806098387854.0,49UM7400PLB.AEU,349.32,True
399,8806098382866.0,32LM6300PLA.AEU,251.6,True
400,8806098388691.0,43UM7400PLB.AEU,261.27,True
401,8806098424573.0,55SM9010PLA.AEU,795.31,True
402,8806098387854.0,49UM7400PLB.AEU,349.32,True
403,8806098387854.0,49UM7400PLB.AEU,349.32,True
404,8806098382866.0,32LM6300PLA.AEU,226.44,True
405,8806098388691.0,43UM7400PLB.AEU,299.27,True
406,8806098387854.0,49UM7400PLB.AEU,349.32,True
407,8806098387854.0,49UM7400PLB.AEU,349.32,True
408,8806098388691.0,43UM7400PLB.AEU,299.27,True
409,8806098387854.0,49UM7400PLB.AEU,349.32,True
410,8806098388691.0,43UM7400PLB.AEU,299.27,True
411,8806098388691.0,43UM7400PLB.AEU,299.27,True
412,8806098388691.0,43UM7400PLB.AEU,299.27,True
413,8806098425112.0,65UM7610PLB.AEU,624.31,True
414,8806098387854.0,49UM7400PLB.AEU,349.32,True
415,8806098388691.0,43UM7400PLB.AEU,299.27,True
416,8806098388691.0,43UM7400PLB.AEU,299.27,True
417,8806098387854.0,49UM7400PLB.AEU,349.32,True
418,8806098236329.0,20MK400H-B.AEU,80.06,True
419,8806098387854.0,49UM7400PLB.AEU,314.31,True
420,8806098388691.0,43UM7400PLB.AEU,299.27,True
421,8806098387854.0,49UM7400PLB.AEU,349.32,True
422,8806098388691.0,43UM7400PLB.AEU,299.27,True
423,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
424,8806098387854.0,49UM7400PLB.AEU,314.31,True
425,8806098385676.0,OLED55C9PLA.AEU,999.39,True
426,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
427,8806098388691.0,43UM7400PLB.AEU,299.27,True
428,8806098388691.0,43UM7400PLB.AEU,299.27,True
429,8806098388691.0,43UM7400PLB.AEU,299.27,True
430,8806098386161.0,70UM7450PLA.AEU,700.07,True
431,8806098388691.0,43UM7400PLB.AEU,261.27,True
432,8806098387854.0,49UM7400PLB.AEU,349.32,True
433,8806098387854.0,49UM7400PLB.AEU,349.32,True
434,8806098388691.0,43UM7400PLB.AEU,299.27,True
435,8806098387854.0,49UM7400PLB.AEU,349.32,True
436,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
437,8806098388691.0,43UM7400PLB.AEU,299.27,True
438,8806098388691.0,43UM7400PLB.AEU,299.27,True
439,8806098384259.0,OLED77C9PLA.AEU,3995.61,True
440,8806098388691.0,43UM7400PLB.AEU,299.27,True
441,8806098386468.0,65UM7400PLB.AEU,471.76,True
442,8806098424870.0,55UM7660PLA.AEU,554.28,True
443,8806098385706.0,OLED55E9PLA.AEU,2799.86,True
444,8806098385706.0,OLED55E9PLA.AEU,2799.86,True
445,8806098387854.0,49UM7400PLB.AEU,349.32,True
446,8806087863444.0,PH150G.AEU,206.02,True
447,8806098141524.0,32LK510BPLD.AEU,156.07,True
448,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
449,8806098408887.0,55SM8200PLA.AEU,568.55,True
450,8806098382866.0,32LM6300PLA.AEU,251.6,True
451,8806098388691.0,43UM7400PLB.AEU,299.27,True
452,8806098387854.0,49UM7400PLB.AEU,349.32,True
453,8806098388691.0,43UM7400PLB.AEU,299.27,True
454,8806098387854.0,49UM7400PLB.AEU,349.32,True
455,8806098388691.0,43UM7400PLB.AEU,261.27,True
456,8806098386468.0,65UM7400PLB.AEU,28.0,True
457,8806098388691.0,43UM7400PLB.AEU,299.27,True
458,8806098387854.0,49UM7400PLB.AEU,349.32,True
459,8806098388691.0,43UM7400PLB.AEU,299.27,True
460,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
461,8806098387854.0,49UM7400PLB.AEU,349.32,True
462,8806098387854.0,49UM7400PLB.AEU,349.32,True
463,8806098385676.0,OLED55C9PLA.AEU,999.39,True
464,8806098385676.0,OLED55C9PLA.AEU,1229.38,True
465,8806098388691.0,43UM7400PLB.AEU,299.27,True
466,8806098388691.0,43UM7400PLB.AEU,299.27,True
467,8806098388691.0,43UM7400PLB.AEU,299.27,True
468,8806098386161.0,70UM7450PLA.AEU,700.07,True
469,8806098388691.0,43UM7400PLB.AEU,299.27,True
470,8806098387854.0,49UM7400PLB.AEU,349.32,True
471,8806098385676.0,OLED55C9PLA.AEU,999.39,True
472,8806098141524.0,32LK510BPLD.AEU,163.67,True
473,8806098386161.0,70UM7450PLA.AEU,700.07,True
474,8806098387854.0,49UM7400PLB.AEU,349.32,True
475,8806098388691.0,43UM7400PLB.AEU,299.27,True
